,IE,SNN,SNN,,Shannon,,,,,,,Шаннон,,,,Шаннон,,,,1,18/10/12 14:29,
,CN,SXJ,SXJ,,Shanshan,,,,,,,Шаньшан,,,,Шаньшан,,,,1,19/10/12 14:29,
,CN,SWA,SWA,,Shantou,,,,,,,Шаньтоу,,,,Шаньтоу,,,,1,20/10/12 14:29,
,CN,SZO,SZO,,Shanzhou,,,,,,,Шаньчжоу,,,,Шаньчжоу,,,,1,21/10/12 14:29,
,CN,HSC,HSC,,Shaoguan,,,,,,,Шаньгван,,,,Шаньгван,,,,1,22/10/12 14:29,
,AE,SHJ,SHJ,,Sharjah,,,,,,,Шарджа,,,,Шарджа,,,,1,23/10/12 14:29,
,EG,GSQ,GSQ,,Shark Alowainat,,,,,,,Шарк-Алоуайнат,,,,Шарк-Алоуайнат,,,,1,24/10/12 14:29,
,AU,MJK,MJK,WA,Shark Bay,,,,,,,Шарк-Бей,,,,Шарк-Бей,,,,1,25/10/12 14:29,
,EG,SSH,SSH,,Sharm El Sheikh Intl,,,Sharm El Sheikh International,Sharm El Sheikh International,Sharm El Sheikh International,,Офира,,,,Офира,,Sharm El Sheikh Internacional,,1,26/10/12 14:29,
,US,LRO,LRO,CA,Sharpe Aaf,,,,,,,Шарп,,,,Шарп,,,,1,27/10/12 14:29,
,US,TGE,TGE,AL,Sharpe Field,,,,,,,Шарп Филд,,,,Шарп Филд,,,,1,28/10/12 14:29,
,SA,SHW,SHW,,Sharurah,,,,,,,Шарура,,,,Шарура,,,,1,29/10/12 14:29,
,CN,SHS,SHS,,Shashi,,,,,,,Шаши,,,,Шаши,,,,1,30/10/12 14:29,
,US,SSC,SSC,SC,Shaw Afb,,,,,,,Шоу,,,,Шоу,,,,1,31/10/12 14:29,
,AU,SWB,SWB,WA,Shaw River,,,,,,,Шоу Ривер,,,,Шоу Ривер,,,,1,01/11/12 14:29,
,US,SNL,SNL,OK,Shawnee Mnpl,,,Shawnee Municipal,Shawnee Municipal,Shawnee Municipal,,Шони Мунисипал,,,,Шони Мунисипал,,Shawnee Municipal,,1,02/11/12 14:29,
,AU,SGP,SGP,WA,Shay Gap,,,,,,,Шей Гэп,,,,Шей Гэп,,,,1,03/11/12 14:29,
,CA,YSX,YSX,BC,Shearwater,,,,,,,Шиарвотер,,,,Шиарвотер,,,,1,04/11/12 14:29,
,CA,YHZ,YAW,NS,Shearwater,,,,,,,Ширвотер,,,,Ширвотер,,,,1,05/11/12 14:29,
,US,SMU,SMU,AK,Sheep Mountain,,,,,,,Шип-Маунтин,,,,Шип-Маунтин,,,,1,06/11/12 14:29,
,GB,DSA,DSA,,Sheffield,,,,,,,,,,,,,,,1,07/11/12 14:29,
,GB,SZD,SZD,,Sheffield,,,,,,,Шеффилд,,,,Шеффилд,,,,1,08/11/12 14:29,
,AF,SGA,SGA,,Sheghnan,,,,,,,Шегнан,,,,Шегнан,,,,1,09/11/12 14:29,
,ET,SQJ,SQJ,,Shehdi,,,,,,,Шехди,,,,Шехди,,,,1,10/11/12 14:29,
,HK,QDM,QDM,,Shek Mum,,,,,,,,,,,,,,,1,11/11/12 14:29,
,US,SBX,SBX,MT,Shelby,,,,,,,Шелби,,,,Шелби,,,,1,12/11/12 14:29,
,US,SXP,SXP,AK,Sheldon S,,,,,,,Шелдон С.,,,,Шелдон С.,,,,1,13/11/12 14:29,
,US,SYA,SYA,AK,Shemya Afb,,,,,,,Шемия,,,,Шемия,,,,1,14/11/12 14:29,
,US,SHD,SHD,VA,Shenandoah Val,,,Shenandoah Valley,Shenandoah Valley,Shenandoah Valley,,Шенандо,,,,Шенандо,,Shenandoah Valley,,1,15/11/12 14:29,
,CN,SHE,SHE,,Shenyang,,,,,,,Шэньян,,,,Шэньян,,,,1,16/11/12 14:29,
,CN,SZX,SZX,,Shenzhen,,,,,,,Шэньчжен,,,,Шэньчжен,,,,1,17/11/12 14:29,
,US,SPS,SPS,TX,Sheppard,,,,,,,Шеппард,,,,Шеппард,,,,1,18/11/12 14:29,
,AU,SHT,SHT,VI,Shepparton,,,,,,,Шеппартон,,,,Шеппартон,,,,1,19/11/12 14:29,
,CA,YSC,YSC,QC,Sherbrooke,,,,,,,Шербрук,,,,Шербрук,,,,1,20/11/12 14:29,
,RU,MOW,SVO,,Sheremetyevo Intl,,,Sheremetyevo International,Sheremetyevo International,Sheremetyevo International,,Шереметьево,,,,Шереметьево,,Sheremetyevo Internacional,,1,21/11/12 14:29,
,US,SHR,SHR,WY,Sheridan,,,,,,,Шеридан,,,,Шеридан,,,,1,22/11/12 14:29,
,US,CSM,CSM,OK,Sherman,,,,,,,Шерман,,,,Шерман,,,,1,23/11/12 14:29,
,US,FLV,FLV,KS,Sherman,,,,,,,Шерман,,,,Шерман,,,,1,24/11/12 14:29,
,US,PWD,PWD,MT,Sherwood,,,,,,,Шервуд,,,,Шервуд,,,,1,25/11/12 14:29,
,PK,SWV,SWV,,Shikarpur,,,,,,,Шикарпур,,,,Шикарпур,,,,1,26/11/12 14:29,
,ET,HIL,HIL,,Shilavo,,,,,,,Шилаво,,,,Шилаво,,,,1,27/11/12 14:29,
,IN,SHL,SHL,,Shillong,,,,,,,Шиллонг,,,,Шиллонг,,,,1,28/11/12 14:29,
,CA,YLO,YLO,MB,Shilo,,,,,,,Шило,,,,Шило,,,,1,29/11/12 14:29,
,KZ,CIT,CIT,,Shimkent,,,Chimkent,,Chimkent,,Шымкент,,,,Шимкент,,Chimkent,,1,30/11/12 14:29,
,JP,SHI,SHI,,Shimojishima,,,,,,,Симожисима,,,,Симожисима,,,,1,01/12/12 14:29,
,TZ,SHY,SHY,,Shinyanga,,,,,,,Шиньянга,,,,Шиньянга,,,,1,02/12/12 14:29,
,JP,SHM,SHM,,Shirahama,,,,,,,Сирахама,,,,Сирахама,,,,1,03/12/12 14:29,
,AM,LWN,LWN,,Shirak,,,,,,,Гумри,,,,Гумри,,,,1,04/12/12 14:29,
,IR,SYZ,SYZ,,Shiraz,,,Shahid Dastghaib Intl,Shahid Dastghaib Intl,Shahid Dastghaib Intl,,Шираз,,,,Шираз,,Shahid Dastghaib Intl,,1,05/12/12 14:29,
,PE,SYC,SYC,,Shiringayoc,,,,,,,Ширингайос,,,,Ширингайос,,,,1,06/12/12 14:29,
,US,SHH,SHH,AK,Shishmaref,,,,,,,Шишмареф,,,,Шишмареф,,,,1,07/12/12 14:29,
,US,SAA,SAA,WY,Shively,,,,,,,Шивли,,,,Шивли,,,,1,08/12/12 14:29,
,US,HCB,HCB,AK,Shoal Cove,,,,,,,Шоул-Кав,,,,Шоул-Кав,,,,1,09/12/12 14:29,
,IN,SSE,SSE,,Sholapur,,,,,,,Шолапур,,,,Шолапур,,,,1,10/12/12 14:29,
,JP,SYO,SYO,,Shonai,,,,,,,Сонай,,,,Сонай,,,,1,11/12/12 14:29,
,GB,ESH,ESH,,Shoreham,,,,,,,Шохем-Бай-Си,,,,Шохем-Бай-Си,,,,1,12/12/12 14:29,
,US,SOW,SOW,AZ,Show Low,,,,,,,Шоу-Лоу,,,,Шоу-Лоу,,,,1,13/12/12 14:29,
,RU,STW,STW,,Shpakovskoye,,,,,,,Ставрополь,,,,Ставрополь,,,,1,14/12/12 14:29,
,BG,ROU,ROU,,Shtruklevo,,,,,,,Русе,,,,Русе,,,,1,15/12/12 14:29,
,US,SHG,SHG,AK,Shungnak,,,,,,,Шаньнак,,,,Шаньнак,,,,1,16/12/12 14:29,
,PK,SKT,SKT,,Sialkot,,,,,,,Сиалкот,,,,Сиалкот,,,,1,17/12/12 14:29,
,PG,SXA,SXA,,Sialum,,,,,,,Сиалум,,,,Сиалум,,,,1,18/12/12 14:29,
,PH,SSV,SSV,,Siasi,,,,,,,Сиаси,,,,Сиаси,,,,1,19/12/12 14:29,
,PG,SSS,SSS,,Siassi,,,,,,,Сиасси,,,,Сиасси,,,,1,20/12/12 14:29,
,LT,SQQ,SQQ,,Siauliai Intl,,,,,,,Шяуляй,,,,Шяуляй,,,,1,21/12/12 14:29,
,PK,SBQ,SBQ,,Sibi,,,,,,,Сиби,,,,Сиби,,,,1,22/12/12 14:29,
,ID,SIW,SIW,,Sibisa,,,,,,,Сибиса,,,,Сибиса,,,,1,23/12/12 14:29,
,CG,SIB,SIB,,Sibiti,,,,,,,Сибити,,,,Сибити,,,,1,24/12/12 14:29,
,RO,SBZ,SBZ,,Sibiu,,,,,,,Сибиу,,,,Сибиу,,,,1,25/12/12 14:29,
,MY,SBW,SBW,,Sibu,,,,,,,Сибу,,,,Сибу,,,,1,26/12/12 14:29,
,PH,ICO,ICO,,Sicogon Island,,,,,,,Сикогон-Айленд,,,,Сикогон-Айленд,,,,1,27/12/12 14:29,
,EG,SQK,SQK,,Sidi Barani,,,,,,,Сиди-Барани,,,,Сиди-Барани,,,,1,28/12/12 14:29,
,DZ,BFW,BFW,,Sidi Belabbes,,,,,,,,,,,,,,,1,29/12/12 14:29,
,DZ,TGR,TGR,,Sidi Mahdi,,,,,,,Туггурт,,,,Туггурт,,,,1,30/12/12 14:29,
,US,SXY,SXY,NY,Sidney,,,,,,,Сидней,,,,Сидней,,,,1,31/12/12 14:29,
,US,SNY,SNY,NE,Sidney,,,,,,,Сидней,,,,Сидней,,,,1,01/01/13 14:29,
,DE,SGE,SGE,,Siegerland,,,,,,,Зигерланд,,,,Зигерланд,,,,1,02/01/13 14:29,
,KH,REP,REP,,Siem Reap,,,,,,,Сим-Рип,,,,Сим-Рип,,,,1,03/01/13 14:29,
,AR,SGV,SGV,RN,Sierra Grande,,,,,,,Сьерра-Гранде,,,,Сьерра-Гранде,,,,1,04/01/13 14:29,
,SL,SRK,SRK,,Sierra Leone,,,,,,,Сьерра-Леоне,,,,Сьерра-Леоне,,,,1,05/01/13 14:29,
,CU,MZO,MZO,,Sierra Maestra,,,,,,,Сьерра Маэста,,,,Сьерра Маэста,,,,1,06/01/13 14:29,
,AT,FQQ,FQQ,,Sightseeing Flight,,,,,,,Сайтсиин-Флайт,,,,Сайтсиин-Флайт,,,,1,07/01/13 14:29,
,LK,GIU,GIU,,Sigiriya Slaf Base,,,,,,,,,,,,,,,1,08/01/13 14:29,
,IS,SIJ,SIJ,,Siglufjordur,,,,,,,Сиглуфьордур,,,,Сиглуфьордур,,,,1,09/01/13 14:29,
,IT,CTA,NSY,,Sigonella Nas,,,,,,,Сигонелла,,,,Сигонелла,,,,1,10/01/13 14:29,
,CU,SZJ,SZJ,,Siguanea Airport,,,Siguanea Vliegveld,,Siguanea Aéroport,,Сигуанеа,,,,Сигуанеа,,Siguanea Aeropuerto,,1,11/01/13 14:29,
,GN,GII,GII,,Siguiri,,,,,,,Сигуири,,,,Сигуири,,,,1,12/01/13 14:29,
,KH,KOS,KOS,,Sihanoukville,,,,,,,Сихануквилль,,,,Сихануквилль,,,,1,13/01/13 14:29,
,TR,SXZ,SXZ,,Siirt,,,,,,,Сиирт,,,,Сиирт,,,,1,14/01/13 14:29,
,ML,KSS,KSS,,Sikasso,,,,,,,Сикассо,,,,Сикассо,,,,1,15/01/13 14:29,
,PG,SIL,SIL,,Sila,,,,,,,Сила,,,,Сила,,,,1,16/01/13 14:29,
,PH,BCD,BCD,,Silay International,,,,,,,Баколод,,,,Баколод,,Silay Internacional,,1,17/01/13 14:29,
,NP,SIH,SIH,,Silgadi Doti,,,,,,,Силгади-Доти,,,,Силгади-Доти,,,,1,18/01/13 14:29,
,SE,MXX,MXX,,Siljan,,,,,,,Мора,,,,Мора,,,,1,19/01/13 14:29,
,PG,SWR,SWR,,Silur,,,,,,,Силур,,,,Силур,,,,1,20/01/13 14:29,
,CA,SYF,SYF,BC,Silva Bay,,,,,,,Сильва-Бей,,,,Сильва-Бей,,,,1,21/01/13 14:29,
,BZ,SVK,SVK,,Silver Creek,,,,,,,Силвер Крик,,,,Силвер Крик,,,,1,22/01/13 14:29,
,AU,SSP,SSP,QL,Silver Plains,,,,,,,Силвер Плейнз,,,,Силвер Плейнз,,,,1,23/01/13 14:29,
,PY,ASU,ASU,,Silvio Pettirossi,,,,,,,Силвио Петтиросси,,,,Силвио Петтиросси,,,,1,24/01/13 14:29,
,PG,SMJ,SMJ,,Sim,,,,,,,Сим,,,,Сим,,,,1,25/01/13 14:29,
,MY,SGG,SGG,,Simanggang,,,,,,,Симанганг,,,,Симанганг,,,,1,26/01/13 14:29,
,CN,SYM,SYM,,Simao,,,,,,,Симан,,,,Симан,,,,1,27/01/13 14:29,
,NP,SIF,SIF,,Simara,,,,,,,Симара,,,,Симара,,,,1,28/01/13 14:29,
,PG,SIM,SIM,,Simbai,,,,,,,Симбай,,,,Симбай,,,,1,29/01/13 14:29,
,PG,NIS,NIS,,Simberi Airport,,,Simberi Vliegveld,,Simberi Aéroport,,Симбери,,,,Симбери,,Simberi Aeropuerto,,1,30/01/13 14:29,
,SN,SMY,SMY,,Simenti,,,,,,,Сименти,,,,Сименти,,,,1,31/01/13 14:29,
,UA,SIP,SIP,,Simferopol,,,,,,,Симферополь,,,,Симферополь,,,,1,01/02/13 14:29,
,NP,IMK,IMK,,Simikot,,,,,,,Симикот,,,,Симикот,,,,1,02/02/13 14:29,
,IN,SLV,SLV,,Simla,,,,,,,Симла,,,,Симла,,,,1,03/02/13 14:29,
,US,FBG,FBG,NC,Simmons Aaf,,,,,,,Симмонс,,,,Симмонс,,,,1,04/02/13 14:29,
,CO,SMR,SMR,,Simon Bolivar,,,,,,,Симон Боливар,,,,Симон Боливар,,,,1,05/02/13 14:29,
,VE,CCS,CCS,,Simon Bolivar,,,,,,,Симон Боливар,,,,Симон Боливар,,,,1,06/02/13 14:29,
,ID,PKU,PKU,,Simpang Tiga,,,,,,,Симпанг Тига,,,,Симпанг Тига,,,,1,07/02/13 14:29,
,ID,NKD,NKD,,Sinak,,,,,,,Синак,,,,Синак,,,,1,08/02/13 14:29,
,DK,CNL,CNL,,Sindal,,,,,,,Зиндаль,,,,Зиндаль,,,,1,09/02/13 14:29,
,PT,SIE,SIE,,Sines,,,,,,,Синес,,,,Синес,,,,1,10/02/13 14:29,
,PG,SGB,SGB,,Singaua,,,,,,,Сингауа,,,,Сингауа,,,,1,11/02/13 14:29,
,IN,IXA,IXA,,Singerbhil,,,,,,,Сингербхил,,,,Сингербхил,,,,1,12/02/13 14:29,
,AU,SIX,SIX,NS,Singleton,,,,,,,Синглтон,,,,Синглтон,,,,1,13/02/13 14:29,
,TR,SQD,SIC,,Sinop,,,,,,,Синоп,,,,Синоп,,,,1,14/02/13 14:29,
,BR,OPS,OPS,MT,Sinop,,,,,,,Синоп,,,,Синоп,,,,1,15/02/13 14:29,
,ID,SQG,SQG,,Sintang,,,,,,,Синтанг,,,,Синтанг,,,,1,16/02/13 14:29,
,PH,XSO,XSO,,Siocon,,,,,,,Сиокон,,,,Сиокон,,,,1,17/02/13 14:29,
,CH,SIR,SIR,,Sion,,,,,,,Сьон,,,,Сьон,,,,1,18/02/13 14:29,
,US,SUX,SUX,IA,Sioux Gateway,,,Siouc Gateway,,Siouc Gateway,,Сиу Гейтвей,,,,Сиу Гейтвей,,Siouc Gateway,,1,19/02/13 14:29,
,CA,YXL,YXL,ON,Sioux Lookout,,,,,,,Суа-Лукаут,,,,Суа-Лукаут,,,,1,20/02/13 14:29,
,MY,SPT,SPT,,Sipitang,,,,,,,Сипитанг,,,,Сипитанг,,,,1,21/02/13 14:29,
,ID,RKO,RKO,,Sipora,,,,,,,Сипора,,,,Сипора,,,,1,22/02/13 14:29,
,MU,MRU,MRU,,Sir Seewoosagur,,,,,,,Сир Сивусагур,,,,Сир Сивусагур,,,,1,23/02/13 14:29,
,BD,SAJ,SAJ,,Sirajganj,,,,,,,Сираджгандж,,,,Сираджгандж,,,,1,24/02/13 14:29,
,IR,SYJ,SYJ,,Sirjan,,,,,,,Сирджан,,,,Сирджан,,,,1,25/02/13 14:29,
,IR,SXI,SXI,,Sirri Island,,,,,,,Сирри-Айленд,,,,Сирри-Айленд,,,,1,26/02/13 14:29,
,ZA,SIS,SIS,,Sishen,,,,,,,Сишен,,,,Сишен,,,,1,27/02/13 14:29,
,GL,JHS,JHS,,Sisimiut,,,,,,,Сисимют,,,,Сисимют,,,,1,28/02/13 14:29,
,US,SIY,SIY,CA,Siskiyou County,,,,,,,Сискию Каунти,,,,Сискию Каунти,,,,1,01/03/13 14:29,
,PG,SIZ,SIZ,,Sissano,,,,,,,Сиссано,,,,Сиссано,,,,1,02/03/13 14:29,
,GR,JSH,JSH,,Siteia,,,Sitia,Sitia,Sitia,,Сития,,,,Сития,,Sitia,,1,03/03/13 14:29,
,MY,SWY,SWY,,Sitiawan,,,,,,,Ситиаван,,,,Ситиаван,,,,1,04/03/13 14:29,
,US,SIT,SIT,AK,Sitka,,,,,,,Ситка,,,,Ситка,,,,1,05/03/13 14:29,
,US,SKJ,SKJ,AK,Sitkinak,,,,,,,Ситкинак-Айленд,,,,Ситкинак-Айленд,,,,1,06/03/13 14:29,
,NI,SIU,SIU,,Siuna,,,,,,,Сиуна,,,,Сиуна,,,,1,07/03/13 14:29,
,TR,VAS,VAS,,Sivas,,,,,,,Сивас,,,,Сивас,,,,1,08/03/13 14:29,
,EG,SEW,SEW,,Siwa,,,,,,,Сива,,,,Сива,,,,1,09/03/13 14:29,
,PG,SWE,SWE,,Siwea,,,,,,,Сивеа,,,,Сивеа,,,,1,10/03/13 14:29,
,ID,BDJ,BDJ,,Sjamsudin Noor,,,,,,,Сжамсудин Ноор,,,,Сжамсудин Ноор,,,,1,11/03/13 14:29,
,NO,SKN,SKN,,Skagen,,,,,,,Скаген,,,,Скаген,,,,1,12/03/13 14:29,
,US,MVW,MVW,WA,Skagit Reg,,,Skagit Regional,Skagit Regional,Skagit Regional,,Скаджит,,,,Скаджит,,Skagit Regional,,1,13/03/13 14:29,
,US,SGY,SGY,AK,Skagway Mnpl,,,Skagway Municipal,Skagway Municipal,Skagway Municipal,,Скагвей Мунисипал,,,,Скагвей Мунисипал,,Skagway Municipal,,1,14/03/13 14:29,
,PK,KDU,KDU,,Skardu,,,,,,,Скарду,,,,Скарду,,,,1,15/03/13 14:29,
,SE,STO,NYO,,Skavsta Intl,,,Skavsta International,Skavsta International,Skavsta International,,Скавста Интернешнл,,,,Скавста Интернешнл,,Skavsta Internacional,,1,16/03/13 14:29,
,GY,SKM,SKM,,Skeldon,,,,,,,Скелдон,,,,Скелдон,,,,1,17/03/13 14:29,
,SE,SFT,SFT,,Skelleftea,,,,,,,Скеллефтеа,,,,Скеллефтеа,,,,1,18/03/13 14:29,
,DZ,SKI,SKI,,Skikda,,,,,,,Скикда,,,,Скикда,,,,1,19/03/13 14:29,
,DK,SQW,SQW,,Skive,,,,,,,Скиве,,,,Скиве,,,,1,20/03/13 14:29,
,SE,KVB,KVB,,Skovde,,,,,,,Сковде,,,,Сковде,,,,1,21/03/13 14:29,
,DK,SKS,SKS,,Skrydstrup,,,,,,,Военс,,,,Военс,,,,1,22/03/13 14:29,
,ZA,SZK,SZK,,Skukuza,,,,,,,Скукуза,,,,Скукуза,,,,1,23/03/13 14:29,
,LV,RIX,RSC,,Skulte,,,,,,,Скулте,,,,Скулте,,,,1,24/03/13 14:29,
,US,OBK,OBK,IL,Sky Harbor,,,,,,,Скай Харбор,,,,Скай Харбор,,,,1,25/03/13 14:29,
,US,PHX,PHX,AZ,Sky Harbor Intl,,,Sky Harbor International,Sky Harbor International,Sky Harbor International,,Скай Харбор Интернешнл,,,,Скай Харбор Интернешнл,,Sky Harbor Internacional,,1,26/03/13 14:29,
,US,MTP,MTP,NY,Sky Portal,,,,,,,Скай Портал,,,,Скай Портал,,,,1,27/03/13 14:29,
,US,SRU,SRU,CA,Skypark,,,Santa Cruz Skypark,Santa Cruz Skypark,Santa Cruz Skypark,,Скайпарк,,,,Скайпарк,,Santa Cruz Skypark,,1,28/03/13 14:29,
,US,PYS,PYS,CA,Skypark,,,,,,,,,,,,,,,1,29/03/13 14:29,
,US,HAR,HAR,PA,Skyport,,,Harrisburg Skyport,,Harrisburg Skyport,,Скайпорт,,,,Скайпорт,,Harrisburg Skyport,,1,30/03/13 14:29,
,GR,SKU,SKU,,Skyros,,,Skiros,Skiros,Skiros,,Скирос,,,,Скирос,,Skiros,,1,31/03/13 14:29,
,CA,YSS,YSS,ON,Slate Island,,,,,,,Слейт-Айленд,,,,Слейт-Айленд,,,,1,01/04/13 14:29,
,CA,YZH,YZH,AB,Slave Lake,,,,,,,Слейв-Лейк,,,,Слейв-Лейк,,,,1,02/04/13 14:29,
,US,SLQ,SLQ,AK,Sleetmute,,,,,,,Слитмьют,,,,Слитмьют,,,,1,03/04/13 14:29,
,SK,SLD,SLD,,Sliac,,,,,,,Шлияк,,,,Шлияк,,,,1,04/04/13 14:29,
,IE,SXL,SXL,,Sligo,,,,,,,Коллуни,,,,Коллуни,,,,1,05/04/13 14:29,
,US,ISN,ISN,ND,Sloulin Field,,,,,,,Слаулин Филд,,,,Слаулин Филд,,,,1,06/04/13 14:29,
,SE,VXO,VXO,,Smaland,,,,,,,Ваксьо,,,,Ваксьо,,,,1,07/04/13 14:29,
,MA,SMW,SMW,,Smara,,,,,,,Смара,,,,Смара,,,,1,08/04/13 14:29,
,US,MCN,MAC,GA,Smart,,,,,,,Смарт,,,,Смарт,,,,1,09/04/13 14:29,
,US,SCJ,SCJ,AK,Smith Cove,,,,,,,Смит-Кав,,,,Смит-Кав,,,,1,10/04/13 14:29,
,CA,YSH,YSH,ON,Smith Falls,,,,,,,Смит-Фолз,,,,Смит-Фолз,,,,1,11/04/13 14:29,
,US,FWA,SMD,IN,Smith Field,,,,,,,Смит Филд,,,,Смит Филд,,,,1,12/04/13 14:29,
,US,SLG,SLG,AR,Smith Fld,,,Smith Field,Smith Field,Smith Field,,Смит Филд,,,,Смит Филд,,Smith Field,,1,13/04/13 14:29,
,AU,SHU,SHU,NT,Smith Point,,,,,,,Смит Пойнт,,,,Смит Пойнт,,,,1,14/04/13 14:29,
,US,INT,INT,NC,Smith Reynolds,,,Smith-Reynolds,Smith-Reynolds,Smith-Reynolds,,Смит Рейнольдс,,,,Смит Рейнольдс,,Smith-Reynolds,,1,15/04/13 14:29,
,CA,YYD,YYD,BC,Smithers,,,,,,,Смитерс,,,,Смитерс,,,,1,16/04/13 14:29,
,AU,SIO,SIO,TS,Smithton,,,,,,,Смиттон,,,,Смиттон,,,,1,17/04/13 14:29,
,RU,LNX,LNX,,Smolensk,,,,,,,Смоленск,,,,Смоленск,,,,1,18/04/13 14:29,
,US,MQY,MQY,TN,Smyrna,,,,,,,Смайма,,,,Смайма,,,,1,19/04/13 14:29,
,AU,SNB,SNB,NT,Snake Bay,,,,,,,Снейк Бэй,,,,Снейк Бэй,,,,1,20/04/13 14:29,
,CA,YXF,YXF,YT,Snake River,,,,,,,Снейк-Ривер,,,,Снейк-Ривер,,,,1,21/04/13 14:29,
,CA,YNX,YNX,NT,Snap Lake,,,,,,,,,,,,,,,1,22/04/13 14:29,
,CA,YFJ,YFJ,NT,Snare Lake,,,,,,,Снейр-Лейк,,,,Снейр-Лейк,,,,1,23/04/13 14:29,
,UA,LWO,LWO,,Snilow,,,,,,,Снилов,,,,Снилов,,,,1,24/04/13 14:29,
,US,PAE,PAE,WA,Snohomish County,,,,,,,Снохомиш Каунти,,,,Снохомиш Каунти,,,,1,25/04/13 14:29,
,MG,DWB,DWB,,Soalala,,,,,,,Соалала,,,,Соалала,,,,1,26/04/13 14:29,
,VN,SOA,SOA,,Soc Trang,,,,,,,Сок-Транг,,,,Сок-Транг,,,,1,27/04/13 14:29,
,RU,AER,AER,,Sochi Intl,,,Sochi International,Sochi International,Sochi International,,Адлер-Сочи,,,,Адлер-Сочи,,Sochi Internacional,,1,28/04/13 14:29,
,US,ONM,ONM,NM,Socorro,,,,,,,Сокорро,,,,Сокорро,,,,1,29/04/13 14:29,
,YE,SCT,SCT,,Socotra,,,,,,,Сокотра,,,,Сокотра,,,,1,30/04/13 14:29,
,FI,SOT,SOT,,Sodankyla,,,,,,,Соданкюля,,,,Соданкюля,,,,1,01/05/13 14:29,
,ET,SXU,SXU,,Soddu,,,,,,,Содду,,,,Содду,,,,1,02/05/13 14:29,
,SE,SOO,SOO,,Soderhamn,,,,,,,Содерхамн,,,,Содерхамн,,,,1,03/05/13 14:29,
,ID,JKT,CGK,,Soekarno Hatta Intl,,,Soekarno-Hatta International,Soekarno-Hatta International,Soekarno-Hatta International,,Сокарно Хатта Интернешнл,,,,Сокарно Хатта Интернешнл,,Soekarno-Hatta Internacional,,1,04/05/13 14:29,
,NL,UTC,UTC,,Soesterberg,,,,,,,Сестерберг,,,,Сестерберг,,,,1,05/05/13 14:29,
,BG,SOF,SOF,,Sofia,,,,,,,София Интернешнл,,,,София Интернешнл,,,,1,06/05/13 14:29,
,CO,SOX,SOX,,Sogamoso,,,,,,,Согамосо,,,,Согамосо,,,,1,07/05/13 14:29,
,RU,GDX,GDX,,Sokol,,,Magadan,Magadan,Magadan,,Магадан,,,,Магадан,,Magadan,,1,08/05/13 14:29,
,NG,SKO,SKO,,Sokoto,,,,,,,Сокото,,,,Сокото,,,,1,09/05/13 14:29,
,VU,SLH,SLH,,Sola,,,,,,,Сола,,,,Сола,,,,1,10/05/13 14:29,
,NO,SVG,SVG,,Sola,,,,,,,Сола,,,,Сола,,,,1,11/05/13 14:29,
,CO,SQF,SQF,,Solano,,,,,,,Солано,,,,Солано,,,,1,12/05/13 14:29,
,US,SXQ,SXQ,AK,Soldotna,,,,,,,Солдотна,,,,Солдотна,,,,1,13/05/13 14:29,
,FR,SOZ,SOZ,,Solenzara,,,,,,,Золенсара,,,,Золенсара,,,,1,14/05/13 14:29,
,CO,SOH,SOH,,Solita,,,,,,,Солита,,,,Солита,,,,1,15/05/13 14:29,
,US,SOL,SOL,AK,Solomon,,,,,,,Соломон,,,,Соломон,,,,1,16/05/13 14:29,
,RU,CSH,CSH,,Solovki,,,,,,,,,,,,,,,1,17/05/13 14:29,
,ZM,SLI,SLI,,Solwezi,,,,,,,Солвези,,,,Солвези,,,,1,18/05/13 14:29,
,IN,IXW,IXW,,Sonari,,,,,,,Сонари,,,,Сонари,,,,1,19/05/13 14:29,
,DK,SGD,SGD,,Sonderborg,,,,,,,Зондерборг,,,,Зондерборг,,,,1,20/05/13 14:29,
,KP,DSO,DSO,,Sondok,,,,,,,,,,,,,,,1,21/05/13 14:29,
,TZ,SGX,SGX,,Songea,,,,,,,Сонгеа,,,,Сонгеа,,,,1,22/05/13 14:29,
,TH,SGZ,SGZ,,Songkhla,,,,,,,Сонгкхла,,,,Сонгкхла,,,,1,23/05/13 14:29,
,US,STS,STS,CA,Sonoma County,,,,,,,Сонома Каунти,,,,Сонома Каунти,,,,1,24/05/13 14:29,
,FR,SXD,SXD,,Sophia Antipolis,,,,,,,Софиа-Антиполис,,,,Софиа-Антиполис,,,,1,25/05/13 14:29,
,PG,SPH,SPH,,Sopu,,,,,,,Сопу,,,,Сопу,,,,1,26/05/13 14:29,
,NO,SOJ,SOJ,,Sorkjosen,,,,,,,Соркьозен,,,,Соркьозен,,,,1,27/05/13 14:29,
,ID,SQR,SQR,,Soroako,,,,,,,Сороако,,,,Сороако,,,,1,28/05/13 14:29,
,BR,SOD,SOD,SP,Sorocaba,,,,,,,Сорокаба,,,,Сорокаба,,,,1,29/05/13 14:29,
,UG,SRT,SRT,,Soroti,,,,,,,Сороти,,,,Сороти,,,,1,30/05/13 14:29,
,NO,SRP,SRP,,Sorstokken,,,,,,,Сторд,,,,Сторд,,,,1,31/05/13 14:29,
,CG,SOE,SOE,,Souanke,,,,,,,Суанке,,,,Суанке,,,,1,01/06/13 14:29,
,FR,NIT,NIT,,Souche,,,,,,,Ниорт,,,,Ниорт,,,,1,02/06/13 14:29,
